"stateroute","year","aou","speciestotal"
38302,2016,6110,6
38302,2016,6130,21
38302,2016,6220,5
38302,2016,6240,1
38302,2016,6280,2
38302,2016,6310,1
38302,2016,6330,2
38302,2016,6480,2
38302,2016,6830,1
38302,2016,6882,36
38302,2016,7030,41
38302,2016,7050,2
38302,2016,7180,11
38302,2016,7270,1
38302,2016,7310,16
38302,2016,7360,6
38302,2016,7610,4
38302,2016,7660,14
38302,2016,22860,12
38304,2016,2890,22
38304,2016,3091,28
38304,2016,3100,3
38304,2016,3160,53
38304,2016,3250,11
38304,2016,3370,3
38304,2016,3870,1
38304,2016,3940,1
38304,2016,4090,6
38304,2016,4430,6
38304,2016,4440,8
38304,2016,4470,11
38304,2016,4520,10
38304,2016,4560,4
38304,2016,4740,33
38304,2016,4770,14
38304,2016,4880,4
38304,2016,4930,24
38304,2016,4950,20
38304,2016,4980,131
38304,2016,5010,30
38304,2016,5011,50
38304,2016,5060,4
38304,2016,5070,17
38304,2016,5110,17
38304,2016,5190,2
38304,2016,5290,3
38304,2016,5460,16
38304,2016,5520,5
38304,2016,5630,1
38304,2016,5930,30
38304,2016,5970,2
38304,2016,5980,6
38304,2016,6010,1
38304,2016,6040,354
38304,2016,6120,1
38304,2016,6130,35
38304,2016,6240,1
38304,2016,6270,2
38304,2016,6330,3
38304,2016,6520,3
38304,2016,6882,41
38304,2016,7030,15
38304,2016,7050,7
38304,2016,7180,3
38304,2016,7210,2
38304,2016,7510,2
38304,2016,7610,40
38304,2016,7660,5
38304,2016,22860,7
38307,2016,2890,30
38307,2016,3091,39
38307,2016,3160,63
38307,2016,3370,3
38307,2016,3420,3
38307,2016,3600,3
38307,2016,4430,6
38307,2016,4440,3
38307,2016,4470,19
38307,2016,4570,2
38307,2016,4740,34
38307,2016,4930,30
38307,2016,4950,15
38307,2016,4980,71
38307,2016,5010,1
38307,2016,5011,110
38307,2016,5060,8
38307,2016,5070,2
38307,2016,5080,2
38307,2016,5110,68
38307,2016,5120,12
38307,2016,5190,1
38307,2016,5460,3
38307,2016,5520,11
38307,2016,5780,8
38307,2016,5970,2
38307,2016,6040,45
38307,2016,6130,16
38307,2016,6170,2
38307,2016,6882,65
38307,2016,7030,10
38307,2016,7050,1
38307,2016,7210,1
38307,2016,7610,12
38307,2016,22860,16
38312,2016,2890,35
38312,2016,3091,23
38312,2016,3100,9
38312,2016,3131,3
38312,2016,3160,71
38312,2016,3250,1
38312,2016,3370,5
38312,2016,3870,5
38312,2016,3940,3
38312,2016,4060,2
38312,2016,4090,5
38312,2016,4123,1
38312,2016,4430,2
38312,2016,4440,6
38312,2016,4470,7
38312,2016,4520,5
38312,2016,4560,5
38312,2016,4740,2
38312,2016,4770,17
38312,2016,4880,21
38312,2016,4930,6
38312,2016,4950,21
38312,2016,4980,38
38312,2016,5010,41
38312,2016,5011,23
38312,2016,5070,5
38312,2016,5110,14
38312,2016,5190,1
38312,2016,5520,1
38312,2016,5930,12
38312,2016,5980,2
38312,2016,6040,103
38312,2016,6120,75
38312,2016,6130,11
38312,2016,6270,1
38312,2016,6520,1
38312,2016,6882,10
38312,2016,7030,25
38312,2016,7050,4
38312,2016,7210,3
38312,2016,7270,1
38312,2016,7310,2
38312,2016,7350,5
38312,2016,7610,20
38312,2016,7660,1
38312,2016,22860,9
38315,2016,2890,1
38315,2016,3091,35
38315,2016,3131,20
38315,2016,3160,60
38315,2016,3310,4
38315,2016,3420,28
38315,2016,4470,5
38315,2016,4740,432
38315,2016,4880,1
38315,2016,4930,2
38315,2016,4980,163
38315,2016,5011,83
38315,2016,5060,2
38315,2016,5110,23
38315,2016,5190,1
38315,2016,5460,14
38315,2016,5970,7
38315,2016,6040,37
38315,2016,6120,1
38315,2016,6130,16
38315,2016,6882,15
38315,2016,7610,4
38315,2016,22860,14
38317,2016,2890,8
38317,2016,3100,2
38317,2016,3160,38
38317,2016,3250,8
38317,2016,3370,3
38317,2016,3870,2
38317,2016,4060,4
38317,2016,4090,10
38317,2016,4120,2
38317,2016,4230,5
38317,2016,4440,2
38317,2016,4470,1
38317,2016,4520,2
38317,2016,4560,3
38317,2016,4610,3
38317,2016,4650,1
38317,2016,4740,10
38317,2016,4770,4
38317,2016,4880,20
38317,2016,4930,23
38317,2016,4950,18
38317,2016,4980,64
38317,2016,5010,21
38317,2016,5011,12
38317,2016,5060,4
38317,2016,5070,7
38317,2016,5110,20
38317,2016,5120,1
38317,2016,5190,2
38317,2016,5290,8
38317,2016,5460,1
38317,2016,5520,10
38317,2016,5600,8
38317,2016,5630,11
38317,2016,5870,3
38317,2016,5930,12
38317,2016,5950,2
38317,2016,5970,2
38317,2016,5980,8
38317,2016,6040,80
38317,2016,6080,1
38317,2016,6110,6
38317,2016,6130,41
38317,2016,6190,2
38317,2016,6240,2
38317,2016,6270,3
38317,2016,6330,3
38317,2016,6810,11
38317,2016,6882,11
38317,2016,7030,9
38317,2016,7040,2
38317,2016,7050,11
38317,2016,7180,2
38317,2016,7210,6
38317,2016,7270,1
38317,2016,7310,2
38317,2016,7550,1
38317,2016,7610,37
38317,2016,7660,9
38317,2016,22860,8
39002,2016,2890,7
39002,2016,3100,6
39002,2016,3160,22
39002,2016,3250,13
39002,2016,3260,14
39002,2016,3370,2
39002,2016,3390,1
39002,2016,3870,4
39002,2016,4060,2
39002,2016,4090,10
39002,2016,4120,1
39002,2016,4520,4
39002,2016,4560,6
39002,2016,4610,6
39002,2016,4650,2
39002,2016,4770,6
39002,2016,4880,10
39002,2016,4900,7
39002,2016,4930,20
39002,2016,4950,7
39002,2016,4980,43
39002,2016,5010,3
39002,2016,5060,1
39002,2016,5110,8
39002,2016,5190,2
39002,2016,5600,11
39002,2016,5630,8
39002,2016,5870,9
39002,2016,5930,22
39002,2016,5970,3
39002,2016,5980,27
39002,2016,6040,5
39002,2016,6100,2
39002,2016,6130,20
39002,2016,6270,6
39002,2016,6310,4
39002,2016,6370,5
39002,2016,6480,5
39002,2016,6630,1
39002,2016,6810,16
39002,2016,6830,8
39002,2016,6882,11
39002,2016,7030,12
39002,2016,7050,4
39002,2016,7180,2
39002,2016,7310,3
39002,2016,7360,3
39002,2016,7510,3
39002,2016,7550,1
39002,2016,7610,13
39002,2016,7660,5
39002,2016,22860,2
39003,2016,2890,10
39003,2016,3160,76
39003,2016,3250,7
39003,2016,3260,4
39003,2016,3390,8
39003,2016,3600,2
39003,2016,3870,3
39003,2016,3940,3
39003,2016,4060,4
39003,2016,4090,15
39003,2016,4280,1
39003,2016,4440,5
39003,2016,4520,5
39003,2016,4560,13
39003,2016,4610,12
39003,2016,4650,2
39003,2016,4770,19
39003,2016,4880,51
39003,2016,4930,154
39003,2016,4950,14
39003,2016,4980,60
39003,2016,5010,23
39003,2016,5060,2
39003,2016,5110,23
39003,2016,5190,10
39003,2016,5290,3
39003,2016,5600,22
39003,2016,5630,13
39003,2016,5870,19
39003,2016,5930,56
39003,2016,5970,3
39003,2016,5980,39
39003,2016,6040,21
39003,2016,6080,1
39003,2016,6100,1
39003,2016,6110,26
39003,2016,6120,113
39003,2016,6130,23
39003,2016,6160,3
39003,2016,6170,1
39003,2016,6240,4
39003,2016,6310,8
39003,2016,6370,1
39003,2016,6480,1
39003,2016,6770,1
39003,2016,6810,12
39003,2016,6830,8
39003,2016,6882,25
39003,2016,7030,34
39003,2016,7050,8
39003,2016,7270,2
39003,2016,7310,5
39003,2016,7360,3
39003,2016,7510,3
39003,2016,7550,12
39003,2016,7610,43
39003,2016,7660,10
39006,2016,2890,5
39006,2016,3100,3
39006,2016,3131,1
39006,2016,3160,80
39006,2016,3250,8
39006,2016,3260,3
39006,2016,3370,1
39006,2016,3600,5
39006,2016,3940,3
39006,2016,4060,2
39006,2016,4090,7
39006,2016,4120,1
39006,2016,4230,5
39006,2016,4280,1
39006,2016,4440,10
39006,2016,4520,4
39006,2016,4560,4
39006,2016,4770,9
39006,2016,4880,20
39006,2016,4930,323
39006,2016,4950,8
39006,2016,4980,77
39006,2016,5010,39
39006,2016,5060,7
39006,2016,5070,2
39006,2016,5110,86
39006,2016,5190,5
39006,2016,5290,14
39006,2016,5600,13
39006,2016,5630,1
39006,2016,5810,8
39006,2016,5870,4
39006,2016,5930,24
39006,2016,5970,10
39006,2016,5980,40
39006,2016,6040,6
39006,2016,6100,7
39006,2016,6110,6
39006,2016,6130,37
39006,2016,6140,10
39006,2016,6170,8
39006,2016,6240,1
39006,2016,6270,2
39006,2016,6810,3
39006,2016,6830,2
39006,2016,6882,14
39006,2016,7030,29
39006,2016,7040,1
39006,2016,7050,8
39006,2016,7180,3
39006,2016,7210,4
39006,2016,7310,13
39006,2016,7360,4
39006,2016,7510,2
39006,2016,7550,1
39006,2016,7610,84
39006,2016,7660,1
39006,2016,22860,6
39008,2016,2890,9
39008,2016,3100,6
39008,2016,3131,1
39008,2016,3160,33
39008,2016,3250,6
39008,2016,3260,8
39008,2016,3370,3
39008,2016,3870,6
39008,2016,3930,1
39008,2016,3940,1
39008,2016,4050,1
39008,2016,4060,3
39008,2016,4090,20
39008,2016,4280,1
39008,2016,4440,9
39008,2016,4520,7
39008,2016,4560,7
39008,2016,4610,6
39008,2016,4650,1
39008,2016,4770,7
39008,2016,4880,44
39008,2016,4930,33
39008,2016,4950,11
39008,2016,4980,50
39008,2016,5010,30
39008,2016,5060,4
39008,2016,5110,17
39008,2016,5290,14
39008,2016,5460,5
39008,2016,5600,23
39008,2016,5630,15
39008,2016,5810,24
39008,2016,5870,7
39008,2016,5930,31
39008,2016,5970,24
39008,2016,5980,48
39008,2016,6040,9
39008,2016,6080,1
39008,2016,6100,1
39008,2016,6110,3
39008,2016,6130,14
39008,2016,6170,3
39008,2016,6190,5
39008,2016,6240,6
39008,2016,6270,7
39008,2016,6280,2
39008,2016,6310,1
39008,2016,6480,3
39008,2016,6630,2
39008,2016,6730,5
39008,2016,6810,19
39008,2016,6830,4
39008,2016,6882,16
39008,2016,7030,16
39008,2016,7040,1
39008,2016,7050,3
39008,2016,7180,5
39008,2016,7270,3
39008,2016,7310,13
39008,2016,7360,5
39008,2016,7510,5
39008,2016,7550,1
39008,2016,7610,38
39008,2016,7660,1
39009,2016,2890,3
39009,2016,3100,6
39009,2016,3160,24
39009,2016,3250,1
39009,2016,3370,1
39009,2016,3390,3
39009,2016,3430,2
39009,2016,3600,3
39009,2016,3870,8
39009,2016,4050,5
39009,2016,4090,25
39009,2016,4230,17
39009,2016,4280,4
39009,2016,4440,2
39009,2016,4520,7
39009,2016,4560,12
39009,2016,4610,8
39009,2016,4650,5
39009,2016,4770,6
39009,2016,4880,42
39009,2016,4930,11
39009,2016,4950,11
39009,2016,4980,15
39009,2016,5010,5
39009,2016,5060,10
39009,2016,5110,1
39009,2016,5190,3
39009,2016,5290,24
39009,2016,5600,19
39009,2016,5630,18
39009,2016,5810,1
39009,2016,5870,13
39009,2016,5930,34
39009,2016,5970,17
39009,2016,5980,46
39009,2016,6080,2
39009,2016,6100,11
39009,2016,6110,16
39009,2016,6130,6
39009,2016,6140,2
39009,2016,6170,2
39009,2016,6190,3
39009,2016,6240,35
39009,2016,6280,8
39009,2016,6310,21
39009,2016,6360,1
39009,2016,6480,7
39009,2016,6630,6
39009,2016,6730,16
39009,2016,6740,5
39009,2016,6770,7
39009,2016,6810,21
39009,2016,6830,15
39009,2016,6840,4
39009,2016,6882,3
39009,2016,7030,10
39009,2016,7050,6
39009,2016,7180,9
39009,2016,7270,11
39009,2016,7310,22
39009,2016,7360,16
39009,2016,7510,14
39009,2016,7550,11
39009,2016,7610,9
39009,2016,7660,4
39010,2016,3100,9
39010,2016,3131,1
39010,2016,3160,28
39010,2016,3250,2
39010,2016,3370,1
39010,2016,3600,1
39010,2016,3870,9
39010,2016,3930,1
39010,2016,3940,1
39010,2016,4090,13
39010,2016,4230,9
39010,2016,4440,9
39010,2016,4520,3
39010,2016,4560,6
39010,2016,4610,3
39010,2016,4650,4
39010,2016,4770,15
39010,2016,4880,43
39010,2016,4930,64
39010,2016,4950,10
39010,2016,4980,18
39010,2016,5010,15
39010,2016,5060,8
39010,2016,5110,21
39010,2016,5190,4
39010,2016,5290,14
39010,2016,5460,1
39010,2016,5600,17
39010,2016,5630,10
39010,2016,5810,27
39010,2016,5870,9
39010,2016,5930,29
39010,2016,5970,12
39010,2016,5980,41
39010,2016,6080,4
39010,2016,6100,4
39010,2016,6110,2
39010,2016,6130,10
39010,2016,6190,3
39010,2016,6240,14
39010,2016,6310,6
39010,2016,6370,1
39010,2016,6380,1
39010,2016,6410,2
39010,2016,6480,4
39010,2016,6630,6
39010,2016,6730,2
39010,2016,6760,2
39010,2016,6770,4
39010,2016,6810,13
39010,2016,6830,8
39010,2016,6840,1
39010,2016,6882,11
39010,2016,7030,18
39010,2016,7040,2
39010,2016,7050,8
39010,2016,7180,8
39010,2016,7210,2
39010,2016,7270,2
39010,2016,7310,26
39010,2016,7360,8
39010,2016,7510,4
39010,2016,7550,7
39010,2016,7610,25
39010,2016,7660,2
39010,2016,22860,3
39011,2016,2890,1
39011,2016,3160,22
39011,2016,3870,5
39011,2016,3930,1
39011,2016,3940,3
39011,2016,4050,1
39011,2016,4090,8
39011,2016,4230,1
39011,2016,4440,4
39011,2016,4610,5
39011,2016,4650,6
39011,2016,4770,4
39011,2016,4880,43
39011,2016,4950,2
39011,2016,4980,5
39011,2016,5010,1
39011,2016,5060,2
39011,2016,5110,3
39011,2016,5190,2
39011,2016,5290,5
39011,2016,5600,19
39011,2016,5630,8
39011,2016,5810,19
39011,2016,5870,10
39011,2016,5930,33
39011,2016,5970,16
39011,2016,5980,32
39011,2016,6080,5
39011,2016,6100,2
39011,2016,6110,1
39011,2016,6130,12
39011,2016,6190,2
39011,2016,6240,22
39011,2016,6280,6
39011,2016,6290,1
39011,2016,6310,24
39011,2016,6360,1
39011,2016,6390,1
39011,2016,6480,1
39011,2016,6630,12
39011,2016,6670,3
39011,2016,6710,3
39011,2016,6730,10
39011,2016,6740,1
39011,2016,6770,9
39011,2016,6810,12
39011,2016,6830,19
39011,2016,6840,17
39011,2016,6882,8
39011,2016,7030,3
39011,2016,7040,6
39011,2016,7050,3
39011,2016,7180,21
39011,2016,7210,5
39011,2016,7310,17
39011,2016,7360,7
39011,2016,7510,8
39011,2016,7550,13
39011,2016,7610,18
39011,2016,7660,2
39022,2016,2890,1
39022,2016,3100,3
39022,2016,3160,53
39022,2016,3250,2
39022,2016,3870,1
39022,2016,3930,1
39022,2016,3940,1
39022,2016,4050,4
39022,2016,4060,2
39022,2016,4090,18
39022,2016,4120,5
39022,2016,4230,8
39022,2016,4440,2
39022,2016,4520,3
39022,2016,4560,8
39022,2016,4610,10
39022,2016,4650,5
39022,2016,4770,5
39022,2016,4880,37
39022,2016,4930,109
39022,2016,4950,8
39022,2016,4980,37
39022,2016,5010,8
39022,2016,5060,6
39022,2016,5070,2
39022,2016,5110,77
39022,2016,5190,1
39022,2016,5290,6
39022,2016,5460,1
39022,2016,5600,13
39022,2016,5630,7
39022,2016,5810,33
39022,2016,5870,3
39022,2016,5930,48
39022,2016,5970,4
39022,2016,5980,21
39022,2016,6080,5
39022,2016,6100,5
39022,2016,6110,11
39022,2016,6120,13
39022,2016,6130,15
39022,2016,6140,1
39022,2016,6170,4
39022,2016,6240,7
39022,2016,6270,1
39022,2016,6280,4
39022,2016,6310,9
39022,2016,6480,6
39022,2016,6630,4
39022,2016,6730,1
39022,2016,6760,1
39022,2016,6810,15
39022,2016,6830,5
39022,2016,6882,6
39022,2016,7030,3
39022,2016,7040,8
39022,2016,7050,6
39022,2016,7180,5
39022,2016,7210,2
39022,2016,7270,2
39022,2016,7310,21
39022,2016,7360,3
39022,2016,7510,5
39022,2016,7550,12
39022,2016,7610,61
39022,2016,22860,3
39025,2016,2890,7
39025,2016,3100,3
39025,2016,3131,6
39025,2016,3160,45
39025,2016,3250,5
39025,2016,3330,3
39025,2016,3600,3
39025,2016,3870,6
39025,2016,3940,1
39025,2016,4050,2
39025,2016,4060,3
39025,2016,4090,11
39025,2016,4120,3
39025,2016,4230,10
39025,2016,4280,1
39025,2016,4440,13
39025,2016,4520,7
39025,2016,4560,8
39025,2016,4610,7
39025,2016,4650,4
39025,2016,4770,6
39025,2016,4880,40
39025,2016,4930,121
39025,2016,4950,21
39025,2016,4980,68
39025,2016,5010,35
39025,2016,5060,13
39025,2016,5110,77
39025,2016,5190,5
39025,2016,5290,12
39025,2016,5460,9
39025,2016,5600,25
39025,2016,5630,26
39025,2016,5810,30
39025,2016,5870,6
39025,2016,5930,42
39025,2016,5970,17
39025,2016,5980,57
39025,2016,6040,1
39025,2016,6080,2
39025,2016,6100,6
39025,2016,6110,5
39025,2016,6120,7
39025,2016,6130,21
39025,2016,6140,4
39025,2016,6170,2
39025,2016,6190,6
39025,2016,6240,5
39025,2016,6270,5
39025,2016,6280,3
39025,2016,6310,6
39025,2016,6480,4
39025,2016,6630,2
39025,2016,6730,5
39025,2016,6760,1
39025,2016,6770,3
39025,2016,6810,22
39025,2016,6830,8
39025,2016,6882,25
39025,2016,7030,12
39025,2016,7050,11
39025,2016,7180,5
39025,2016,7270,4
39025,2016,7310,23
39025,2016,7360,2
39025,2016,7510,7
39025,2016,7550,11
39025,2016,7610,36
39025,2016,7660,4
39026,2016,2890,3
39026,2016,3160,63
39026,2016,3250,4
39026,2016,3600,1
39026,2016,3870,1
39026,2016,3940,2
39026,2016,4090,17
39026,2016,4120,10
39026,2016,4230,19
39026,2016,4280,1
39026,2016,4440,8
39026,2016,4520,4
39026,2016,4560,7
39026,2016,4610,14
39026,2016,4650,3
39026,2016,4770,13
39026,2016,4880,26
39026,2016,4930,158
39026,2016,4950,33
39026,2016,4980,95
39026,2016,5010,22
39026,2016,5060,5
39026,2016,5070,11
39026,2016,5110,76
39026,2016,5190,1
39026,2016,5290,48
39026,2016,5460,1
39026,2016,5470,2
39026,2016,5600,13
39026,2016,5630,27
39026,2016,5810,11
39026,2016,5870,16
39026,2016,5930,46
39026,2016,5970,6
39026,2016,5980,76
39026,2016,6080,1
39026,2016,6100,6
39026,2016,6110,18
39026,2016,6120,9
39026,2016,6130,32
39026,2016,6140,1
39026,2016,6190,1
39026,2016,6240,10
39026,2016,6270,6
39026,2016,6280,1
39026,2016,6310,7
39026,2016,6480,2
39026,2016,6630,3
39026,2016,6730,6
39026,2016,6770,2
39026,2016,6810,29
39026,2016,6830,15
39026,2016,6882,12
39026,2016,7030,6
39026,2016,7040,16
39026,2016,7050,11
39026,2016,7180,8
39026,2016,7210,8
39026,2016,7270,4
39026,2016,7310,11
39026,2016,7360,15
39026,2016,7510,11
39026,2016,7550,13
39026,2016,7610,145
39026,2016,7660,11
39026,2016,22860,4
39039,2016,3160,45
39039,2016,3250,14
39039,2016,3260,11
39039,2016,3600,4
39039,2016,3870,9
39039,2016,3930,1
39039,2016,4050,1
39039,2016,4090,8
39039,2016,4120,3
39039,2016,4230,12
39039,2016,4280,1
39039,2016,4440,8
39039,2016,4560,2
39039,2016,4770,7
39039,2016,4880,40
39039,2016,4930,49
39039,2016,4950,7
39039,2016,4980,54
39039,2016,5010,13
39039,2016,5060,13
39039,2016,5110,44
39039,2016,5290,5
39039,2016,5600,6
39039,2016,5630,7
39039,2016,5810,13
39039,2016,5870,2
39039,2016,5930,11
39039,2016,5970,5
39039,2016,5980,12
39039,2016,6080,1
39039,2016,6100,1
39039,2016,6110,5
39039,2016,6130,15
39039,2016,6140,3
39039,2016,6240,3
39039,2016,6270,2
39039,2016,6280,2
39039,2016,6810,6
39039,2016,6830,2
39039,2016,6882,7
39039,2016,7030,12
39039,2016,7040,7
39039,2016,7050,4
39039,2016,7180,7
39039,2016,7210,12
39039,2016,7310,8
39039,2016,7360,1
39039,2016,7550,2
39039,2016,7610,68
39039,2016,7660,6
39041,2016,2890,3
39041,2016,3160,28
39041,2016,3250,15
39041,2016,3260,2
39041,2016,3370,4
39041,2016,3870,4
39041,2016,4050,3
39041,2016,4090,5
39041,2016,4120,7
39041,2016,4230,8
39041,2016,4440,5
39041,2016,4520,3
39041,2016,4560,5
39041,2016,4650,1
39041,2016,4770,10
39041,2016,4880,60
39041,2016,4930,25
39041,2016,4950,13
39041,2016,4980,36
39041,2016,5010,4
39041,2016,5060,5
39041,2016,5070,3
39041,2016,5110,47
39041,2016,5290,3
39041,2016,5600,2
39041,2016,5630,10
39041,2016,5810,4
39041,2016,5870,11
39041,2016,5930,19
39041,2016,5970,2
39041,2016,5980,28
39041,2016,6080,1
39041,2016,6100,3
39041,2016,6120,2
39041,2016,6130,5
39041,2016,6140,1
39041,2016,6170,2
39041,2016,6240,1
39041,2016,6280,3
39041,2016,6310,1
39041,2016,6730,1
39041,2016,6810,5
39041,2016,6830,6
39041,2016,7040,3
39041,2016,7050,9
39041,2016,7180,5
39041,2016,7210,5
39041,2016,7270,1
39041,2016,7310,23
39041,2016,7550,1
39041,2016,7610,29
39041,2016,7660,3
39044,2016,2890,14
39044,2016,3100,4
39044,2016,3131,4
39044,2016,3160,28
39044,2016,3250,18
39044,2016,3260,1
39044,2016,3370,3
39044,2016,3600,4
39044,2016,3870,5
39044,2016,3930,1
39044,2016,3940,1
39044,2016,4050,4
39044,2016,4090,2
39044,2016,4120,7
39044,2016,4230,5
39044,2016,4440,2
39044,2016,4520,4
39044,2016,4560,8
39044,2016,4610,6
39044,2016,4650,1
39044,2016,4770,13
39044,2016,4880,28
39044,2016,4930,48
39044,2016,4950,8
39044,2016,4980,56
39044,2016,5010,15
39044,2016,5060,1
39044,2016,5070,15
39044,2016,5110,65
39044,2016,5290,8
39044,2016,5460,1
39044,2016,5600,8
39044,2016,5630,20
39044,2016,5810,30
39044,2016,5870,7
39044,2016,5930,22
39044,2016,5980,35
39044,2016,6040,1
39044,2016,6080,2
39044,2016,6100,2
39044,2016,6110,10
39044,2016,6120,17
39044,2016,6130,8
39044,2016,6170,10
39044,2016,6190,4
39044,2016,6240,3
39044,2016,6270,2
39044,2016,6280,1
39044,2016,6480,4
39044,2016,6520,2
39044,2016,6630,2
39044,2016,6810,11
39044,2016,6830,6
39044,2016,6882,11
39044,2016,7030,2
39044,2016,7040,9
39044,2016,7050,3
39044,2016,7180,7
39044,2016,7210,4
39044,2016,7310,14
39044,2016,7360,5
39044,2016,7510,3
39044,2016,7550,2
39044,2016,7610,79
42016,2016,3160,6
42016,2016,3250,1
42016,2016,4050,2
42016,2016,4090,8
42016,2016,4280,1
42016,2016,4440,7
42016,2016,4520,10
42016,2016,4770,16
42016,2016,4880,51
42016,2016,4930,10
42016,2016,4980,5
42016,2016,5010,6
42016,2016,5060,1
42016,2016,5600,2
42016,2016,5870,4
42016,2016,5930,40
42016,2016,5970,4
42016,2016,5980,8
42016,2016,6010,3
42016,2016,6100,7
42016,2016,6110,3
42016,2016,6120,25
42016,2016,6121,15
42016,2016,6130,15
42016,2016,6240,4
42016,2016,6310,15
42016,2016,6380,2
42016,2016,6770,2
42016,2016,6810,1
42016,2016,6830,18
42016,2016,6840,6
42016,2016,6882,7
42016,2016,7030,11
42016,2016,7050,3
42016,2016,7180,23
42016,2016,7310,9
42016,2016,7360,5
42016,2016,7510,2
42016,2016,7550,7
42016,2016,7610,1
42016,2016,7660,3
42016,2016,22860,2
42101,2016,3160,9
42101,2016,3250,9
42101,2016,3260,15
42101,2016,3290,8
42101,2016,3390,3
42101,2016,3870,3
42101,2016,3940,1
42101,2016,4090,2
42101,2016,4230,12
42101,2016,4440,1
42101,2016,4520,5
42101,2016,4770,8
42101,2016,4880,40
42101,2016,4930,13
42101,2016,4950,6
42101,2016,4980,9
42101,2016,5110,8
42101,2016,5930,66
42101,2016,5980,2
42101,2016,6010,11
42101,2016,6110,5
42101,2016,6130,26
42101,2016,6220,2
42101,2016,6310,3
42101,2016,6370,1
42101,2016,6810,2
42101,2016,6882,3
42101,2016,7030,25
42101,2016,7180,30
42101,2016,7360,2
42101,2016,7660,1
44006,2016,3160,1
44006,2016,3930,2
44006,2016,4020,2
44006,2016,4050,3
44006,2016,4630,2
44006,2016,4661,1
44006,2016,4670,3
44006,2016,4770,5
44006,2016,4840,3
44006,2016,4860,10
44006,2016,4880,8
44006,2016,4930,1
44006,2016,5090,1
44006,2016,5110,1
44006,2016,5170,1
44006,2016,5290,3
44006,2016,5580,25
44006,2016,5670,13
44006,2016,5810,1
44006,2016,5840,1
44006,2016,6130,1
44006,2016,6240,48
44006,2016,6290,11
44006,2016,6360,1
44006,2016,6450,2
44006,2016,6480,12
44006,2016,6540,3
44006,2016,6550,11
44006,2016,6570,15
44006,2016,6620,5
44006,2016,6670,8
44006,2016,6710,1
44006,2016,6740,19
44006,2016,6750,3
44006,2016,6810,3
44006,2016,6860,2
44006,2016,6870,3
44006,2016,7222,23
44006,2016,7280,11
44006,2016,7350,15
44006,2016,7480,2
44006,2016,7490,7
44006,2016,7560,1
44006,2016,7580,32
44006,2016,7590,9
44006,2016,7610,23
44007,2016,3100,1
44007,2016,3160,2
44007,2016,3880,1
44007,2016,3930,1
44007,2016,3940,1
44007,2016,4020,4
44007,2016,4050,3
44007,2016,4120,1
44007,2016,4230,3
44007,2016,4560,4
44007,2016,4661,4
44007,2016,4670,1
44007,2016,4770,6
44007,2016,4860,1
44007,2016,4880,13
44007,2016,4930,9
44007,2016,4950,2
44007,2016,4980,6
44007,2016,5110,7
44007,2016,5170,1
44007,2016,5290,3
44007,2016,5580,15
44007,2016,5600,22
44007,2016,5670,3
44007,2016,5810,5
44007,2016,5870,1
44007,2016,5930,2
44007,2016,5980,6
44007,2016,6080,1
44007,2016,6190,7
44007,2016,6240,46
44007,2016,6260,2
44007,2016,6290,3
44007,2016,6450,6
44007,2016,6480,2
44007,2016,6520,2
44007,2016,6540,3
44007,2016,6550,4
44007,2016,6570,3
44007,2016,6590,15
44007,2016,6620,3
44007,2016,6710,9
44007,2016,6740,21
44007,2016,6810,11
44007,2016,6870,18
44007,2016,6882,5
44007,2016,7040,3
44007,2016,7222,2
44007,2016,7260,1
44007,2016,7310,3
44007,2016,7350,17
44007,2016,7480,3
44007,2016,7560,7
44007,2016,7580,5
44007,2016,7610,37
44013,2016,3100,5
44013,2016,3160,21
44013,2016,3250,3
44013,2016,3370,1
44013,2016,3570,1
44013,2016,3600,1
44013,2016,3640,1
44013,2016,3930,2
44013,2016,3940,2
44013,2016,4020,8
44013,2016,4050,1
44013,2016,4120,1
44013,2016,4280,1
44013,2016,4440,4
44013,2016,4520,2
44013,2016,4560,11
44013,2016,4610,2
44013,2016,4661,3
44013,2016,4670,1
44013,2016,4770,11
44013,2016,4860,3
44013,2016,4880,43
44013,2016,4930,36
44013,2016,4940,1
44013,2016,4950,2
44013,2016,4980,6
44013,2016,5070,1
44013,2016,5110,2
44013,2016,5170,1
44013,2016,5290,10
44013,2016,5330,20
44013,2016,5580,3
44013,2016,5600,13
44013,2016,5810,14
44013,2016,5930,6
44013,2016,5950,2
44013,2016,5980,8
44013,2016,6080,1
44013,2016,6120,14
44013,2016,6140,9
44013,2016,6190,26
44013,2016,6240,45
44013,2016,6270,4
44013,2016,6360,3
44013,2016,6480,3
44013,2016,6520,2
44013,2016,6540,4
44013,2016,6550,1
44013,2016,6590,28
44013,2016,6620,1
44013,2016,6670,2
44013,2016,6710,2
44013,2016,6740,23
44013,2016,6750,1
44013,2016,6810,13
44013,2016,6860,1
44013,2016,6870,15
44013,2016,7040,11
44013,2016,7210,2
44013,2016,7270,3
44013,2016,7310,3
44013,2016,7350,19
44013,2016,7550,2
44013,2016,7560,4
44013,2016,7590,1
44013,2016,7610,24
44019,2016,3131,7
44019,2016,3160,21
44019,2016,3250,1
44019,2016,3600,2
44019,2016,3640,2
44019,2016,3940,1
44019,2016,4020,7
44019,2016,4050,1
44019,2016,4120,2
