"stateroute","bio.point.bio1","bio.point.bio2","bio.point.bio3","bio.point.bio4","bio.point.bio5","bio.point.bio6","bio.point.bio7","bio.point.bio8","bio.point.bio9","bio.point.bio10","bio.point.bio11","bio.point.bio12","bio.point.bio13","bio.point.bio14","bio.point.bio15","bio.point.bio16","bio.point.bio17","bio.point.bio18","bio.point.bio19","bio.mean.bio1","bio.mean.bio2","bio.mean.bio3","bio.mean.bio4","bio.mean.bio5","bio.mean.bio6","bio.mean.bio7","bio.mean.bio8","bio.mean.bio9","bio.mean.bio10","bio.mean.bio11","bio.mean.bio12","bio.mean.bio13","bio.mean.bio14","bio.mean.bio15","bio.mean.bio16","bio.mean.bio17","bio.mean.bio18","bio.mean.bio19","bio.var.bio1","bio.var.bio2","bio.var.bio3","bio.var.bio4","bio.var.bio5","bio.var.bio6","bio.var.bio7","bio.var.bio8","bio.var.bio9","bio.var.bio10","bio.var.bio11","bio.var.bio12","bio.var.bio13","bio.var.bio14","bio.var.bio15","bio.var.bio16","bio.var.bio17","bio.var.bio18","bio.var.bio19"
"3017",20,86,25,9180,191,-151,342,125,22,137,-95,424,69,14,51,192,52,156,75,11.5264317180617,89.9581497797357,26.4383259911894,8797.02863436123,184.70704845815,-149.436123348018,334.143171806167,99.8700440528634,2.32819383259912,125.581497797357,-96.7533039647577,490.006607929515,77.2312775330396,18.3392070484581,47.4118942731277,209.876651982379,64.0903083700441,168.955947136564,92.0330396475771,175.627335142126,38.1947126839183,1.74342853808676,248393.939575614,249.262775816631,36.8822242319923,273.95075901236,784.086826929622,543.373287238284,290.804601725161,41.625540936099,4432.4966449806,46.7962822495162,15.1694527914734,47.686480730519,231.128239538661,180.497345158561,171.410858593226,611.95254835604
"3018",20,81,27,7597,175,-119,294,75,13,120,-73,643,108,26,48,279,83,152,148,9.36538461538461,81.1282051282051,27.6773504273504,7387.4188034188,163.166666666667,-124.702991452991,287.869658119658,62.6987179487179,9.83119658119658,106.777777777778,-79.4401709401709,674.67735042735,106.666666666667,28.4209401709402,43.775641025641,279.07905982906,92.3867521367521,162.59188034188,158.792735042735,144.176700708285,26.0306374567617,0.574475191712879,248464.380973297,211.098501070664,70.0036741155585,294.083617013489,212.223809915994,378.551744175406,235.393766357364,44.5510166730723,11940.0905351489,127.815845824411,33.6489824118304,23.78895569099,1022.82671260455,345.702350884899,225.295608448178,1556.34452954849
"3019",31,75,30,6199,161,-85,246,34,60,112,-44,717,97,31,37,266,101,148,190,17.3667546174142,74.2691292875989,29.9841688654354,6136.54353562005,150.271767810026,-93.155672823219,243.427440633245,47.9208443271768,42.3403693931398,99.3509234828496,-54.2295514511873,785.844327176781,105.343007915567,38.4538258575198,33.9894459102902,287.543535620053,121.424802110818,169.116094986807,202.036939313984,132.39688123857,13.6839915678966,0.0896958020968575,90232.2487610113,111.923301363935,129.343426728651,151.060197400567,355.824405634432,206.680138487526,128.958537504712,105.854574136896,7291.59210397733,77.2894417221594,33.1109575463137,8.82528514190783,651.058284820818,315.657690106239,229.700772012118,718.956303834932
"3020",46,69,28,5923,174,-68,242,91,77,123,-28,1594,235,81,34,595,269,366,367,32.1771117166213,72.716621253406,28.5422343324251,6033.65122615804,163.038147138965,-87.3678474114441,250.405994550409,47.6594005449591,60.7929155313351,110.043596730245,-43.841961852861,1568.0272479564,233.019073569482,77.3569482288828,33.9727520435967,581.33242506812,252.75204359673,337.479564032698,382.705722070845,307.736305296228,21.4495317222793,0.533047453135004,123947.282396033,125.162475246051,567.910766665178,254.542368338768,627.820833519453,319.847709236015,205.746728011793,435.12796116794,89302.9391462307,2672.82750405741,263.350381918077,7.08668721430592,14297.5285359063,2452.28534417296,2416.1409746728,5462.21371033784
"3021",43,72,28,6157,175,-76,251,89,74,122,-35,1426,211,69,34,533,236,328,333,23.4391534391534,76.1746031746032,28.6137566137566,6295.7671957672,160.738095238095,-100.775132275132,261.513227513227,43.2486772486772,52.9179894179894,105.063492063492,-55.478835978836,1335.15343915344,194.275132275132,64.4708994708995,33.2169312169312,489.582010582011,213.373015873016,293.275132275132,330.531746031746,491.090452331832,34.038398383226,0.386229351746593,175988.248045696,191.026714664646,903.028875977152,364.924227751814,686.744361640913,492.165670217394,322.786408993306,697.587084052601,60856.162070369,1931.13895555275,198.960689374482,12.4302696026834,10650.774423533,1839.7835670077,2401.64823937238,2769.04540861437
"3023",70,55,31,4301,164,-13,177,48,109,126,18,2831,433,132,35,1048,430,614,780,63.088772845953,55.5013054830287,30.8694516971279,4251.13054830287,158.292428198433,-18.5065274151436,176.798955613577,41.9033942558747,100.770234986945,119.258485639687,13.3890339425587,2797.69451697128,422.255874673629,132.592689295039,34.4621409921671,1028.98433420366,429.334203655352,573.57180156658,770.151436031332,30.9188003226115,9.69044331743059,0.501237133131929,23411.6897188085,31.4587645072656,43.7322871242464,60.6531926236791,32.9094910666685,36.4653944472544,28.443481470343,29.0236490642899,20223.3959646221,631.196136863833,10.163506623105,1.16544776017388,3224.53902095608,184.799010293494,4654.05176821183,2494.98747829891
"3024",68,65,31,4904,179,-26,205,39,114,133,10,3460,529,144,36,1296,500,524,991,64.9044585987261,65.828025477707,31.484076433121,4947.94267515924,176.343949044586,-29.6592356687898,206.003184713376,35.0700636942675,111.506369426752,130.028662420382,5.98407643312102,3059.93949044586,468,131.251592356688,36.5,1149.05732484076,443.484076433121,471.264331210191,878.535031847134,56.6489896420504,5.29301398017948,0.614761604362956,57829.696383875,31.5937811603345,76.2445310433243,54.3035042021937,77.7075354591889,47.5414928471134,40.053488939989,81.8559756618709,75892.6129403146,1854.07028753994,191.300716306139,4.25718849840256,10117.1915915427,2560.74894690788,2696.2206406056,5055.23998290633
"3025",8,87,28,7586,172,-138,310,-39,49,106,-88,930,142,39,41,359,122,151,284,-0.482300884955752,88.8561946902655,27.8296460176991,7645.26327433628,165.272123893805,-148.382743362832,313.654867256637,-29.6836283185841,44.0199115044248,98.5840707964602,-96.7433628318584,908.632743362832,133.477876106195,36.2765486725664,37.0353982300885,342.365044247788,120.814159292035,159.026548672566,273.026548672566,547.842258108824,40.8107597668897,0.469806526303397,222758.757583933,301.551061554461,944.542761415144,409.281949649746,1177.97729234935,2083.15037870612,423.205776739988,698.62578733591,47057.9047348076,2090.37866687597,43.544193826894,54.1184781115711,11182.9019239448,390.652748072131,285.201067441085,5640.3052803014
"3026",52,59,32,4345,152,-31,183,30,91,110,3,2621,388,131,33,952,418,576,718,62.2704918032787,58.6284153005465,31.2841530054645,4395.15846994536,161.366120218579,-23.1174863387978,184.483606557377,39.4535519125683,102.079234972678,120.114754098361,10.6803278688525,2749.3606557377,415.568306010929,132.978142076503,34.051912568306,1010.42076502732,428.426229508197,529.633879781421,751.606557377049,37.6992364697956,10.8368889886968,0.428624897073134,30745.1419417621,53.9313421663298,38.6738303765252,75.3846620256007,34.0293435137361,52.0183621528558,41.9977543229284,29.9715023579609,10242.401077925,376.602170821169,14.0378770866083,0.90414701699229,1793.81699228984,148.694543004716,4443.42723257729,1268.32149112958
"3028",12,96,30,7900,169,-144,313,71,8,111,-88,505,85,21,46,218,69,139,103,13.508038585209,88.6366559485531,29.4212218649518,7535.48874598071,165.559485530547,-131.051446945338,296.610932475884,69.9389067524116,15.4662379421222,110.192926045016,-80.1189710610932,575.016077170418,92.7845659163987,24.3440514469453,43.9260450160772,241.456591639871,80.6205787781351,147.591639871383,125.533762057878,23.1346125920548,21.9869100715693,0.56716108287522,184486.521647132,42.7504823151125,122.55863499637,231.690073643813,31.7285136396639,312.185146769007,43.7755627009646,56.1051550669018,2783.95780520693,35.9115029561249,10.0199564360544,11.3977388237735,271.64246447464,92.649123534903,37.3778653666632,380.017404833523
"3029",6,97,28,8869,185,-155,340,108,7,121,-102,513,74,23,39,204,71,176,104,-26.8255578093306,92.6795131845842,27.4665314401623,8630.66531440162,154.567951318458,-177.141987829615,331.709939148073,74.7606490872211,-39.4036511156187,88.0324543610548,-128.144016227181,536.26369168357,74.5618661257606,23.1967545638945,38.7545638945233,211.233265720081,77.1987829614605,192.811359026369,109.480730223124,666.997963356916,16.4946404129356,0.460767822688369,84958.1499530005,529.701165916324,440.374107422616,120.027482313363,499.210887382707,865.432263065024,584.368863272811,509.95279440624,3062.99130097792,21.9417948844803,13.837225218094,35.1164679496694,118.142630980062,153.683982255644,178.937919490757,391.148510034796
"3030",15,95,27,9309,194,-157,351,122,-38,135,-101,487,80,17,52,220,62,179,82,11.5147058823529,96.1575630252101,26.8151260504202,9223.33823529412,192.28781512605,-159.340336134454,351.628151260504,107.783613445378,1.31302521008403,130.668067226891,-103.210084033613,509.161764705882,82.594537815126,18.3340336134454,49.8298319327731,225.109243697479,65.5252100840336,182.936974789916,88.7226890756303,76.6924148606811,27.0003847854931,0.601539141972579,128925.45377709,92.2306722689076,91.5007695709863,210.364595311809,403.96781512605,478.9818089341,98.3864307828395,67.6315612560814,2786.54430340557,69.719464838567,5.12397611676249,6.63835028748341,335.819619637329,68.2751525873507,216.450756302521,158.89135780628
"3031",39,60,30,5080,154,-46,200,43,108,108,-18,1593,165,90,19,471,333,374,454,36.4520123839009,61.6068111455108,29.9195046439628,5145.75541795666,152.659442724458,-50.1733746130031,202.832817337461,41.0804953560372,61.4179566563467,106.585139318885,-20.8544891640867,1521.84520123839,159.219814241486,87.2910216718266,18.71826625387,452.993808049536,317.074303405573,349.532507739938,423.795665634675,82.3789012172375,9.18964290521701,0.0742457165932735,46459.9555217968,72.3743437878584,123.01332615426,77.2576774416861,89.2667923004442,2423.58563929004,71.7031325115859,80.0067111512797,7193.09397534758,93.3086744995481,9.93367690325558,1.10360940714959,787.583812472357,236.572101609523,848.554064188604,1185.20656500587
"3040",-41,110,21,14716,216,-292,508,143,-121,143,-230,297,52,8,57,142,33,142,48,-51.9404332129964,110.034296028881,21.3158844765343,14587.9115523466,207.164259927798,-297.557761732852,504.72202166065,132.009025270758,-130.086642599278,132.009025270758,-237.527075812274,286.42238267148,52.9638989169675,7.55776173285199,60.64440433213,143.243682310469,31.7725631768953,143.243682310469,44.7111913357401,64.0814363400161,10.0874292503639,0.343074532742311,42051.0102460488,24.5353568654076,49.5093157767608,37.2752103720435,47.1879834966478,379.001521076374,47.1879834966478,60.6511643088895,494.038268453659,7.60086433696085,0.590690098641476,23.4519849067443,51.4323741195057,16.3098426045006,51.4323741195057,53.8404893557295
"3041",-37,108,21,14437,210,-288,498,141,-114,141,-224,344,59,10,53,159,43,159,61,-36.8144712430427,108.402597402597,21.5083487940631,14280.6975881262,210.456400742115,-283.155844155844,493.612244897959,140.849721706865,-94.7161410018553,140.849721706865,-221.016697588126,329.756957328386,57.4359925788497,8.79406307977736,54.9146567717996,154.510204081633,38.2764378478664,154.510204081633,57.3617810760668,24.6606823871827,0.820885434268334,0.250394852094268,80548.0403473319,17.7578539357615,35.3288273065225,45.0110765495789,25.2134339372789,1474.94715534068,25.2134339372789,37.7264864715741,244.139705223083,6.7036091895359,0.706581787835107,39.9778331068825,39.7150443820651,18.683663123918,39.7150443820651,80.3948934761468
"3042",-35,104,20,14751,216,-284,500,148,-18,148,-227,328,51,8,46,138,39,138,69,-38.8824593128391,105.365280289331,20.8264014466546,14471.6274864376,213.433996383363,-281.318264014467,494.75226039783,141.605786618445,-93.1573236889693,141.605786618445,-225.403254972875,317.678119349005,54.0253164556962,8.24412296564195,54.1518987341772,147.041591320072,36.4231464737794,147.041591320072,56.3381555153707,54.1618837958959,17.8880677202086,0.571258222606599,69753.90083733,32.8692769347695,102.554321618576,63.2953979610556,36.1377925413423,2023.15455224467,36.1377925413423,79.6613661975522,313.388958775585,3.62979269858742,1.09428152108394,41.6834067143643,28.0435568834028,25.2372893571298,28.0435568834028,88.6843567366407
"3050",25,77,31,6020,153,-92,245,72,53,104,-48,1783,238,103,31,639,318,376,436,23.1092715231788,79.8841059602649,30.5596026490066,6355.5298013245,156.897350993377,-100.192052980132,257.08940397351,55.2913907284768,56.5827814569536,106.026490066225,-54.5298013245033,1712.03973509934,228.605960264901,94.7350993377483,30.5264900662252,613.877483443709,301.172185430464,364.950331125828,420.278145695364,273.061109766562,79.1925040153132,1.39012342962751,401031.42601923,29.3349431255638,779.856680821104,704.619887351213,382.918131614266,1477.86521748696,81.0956414600339,572.316384678005,84135.4801434512,1839.37577831071,361.484411784119,4.64215308794086,12242.9118501243,3341.82407427779,2485.52244175046,4700.87254405844
"3051",11,92,29,7787,170,-138,308,65,57,110,-87,1301,171,69,30,458,218,292,333,-22.71875,96.9375,28.85625,8350.525,152.564583333333,-177.91875,330.483333333333,49.4895833333333,-18.5854166666667,85.9270833333333,-124.891666666667,961.13125,120.822916666667,47.9375,28.6208333333333,333.297916666667,158.125,256.458333333333,231.629166666667,657.079397181628,95.3238517745303,0.373864822546973,832930.717536534,106.977031141267,1618.52574373695,1285.80765483646,243.686738865692,1905.78809585943,243.282772268615,1243.83792623521,85732.6027792276,1643.3777618302,319.315501043841,5.39664231036882,10806.1803714335,2661.84237995825,1182.50347947112,7347.97075504523
"3052",-21,125,27,11642,206,-242,448,106,-7,122,-172,443,59,14,40,168,53,159,93,-35.890243902439,120.30081300813,27.3760162601626,11186.3902439024,186.955284552846,-245.388211382114,432.343495934959,95.4349593495935,-34.7134146341463,104.473577235772,-178.193089430894,457.109756097561,65.630081300813,15.7642276422764,41.6991869918699,178,59.4085365853659,173.664634146341,92.219512195122,167.849436192936,24.5569850810524,0.320645604623052,452423.264914808,262.356448595036,205.264463596774,515.150609342142,187.655638898548,865.79346530227,230.995227095855,162.571601841273,10295.1936317123,110.612372294802,39.1051943105989,34.9113638997897,913.364562118126,372.124000298048,672.231496199891,607.450697928568
"3053",-45,116,28,10642,169,-240,409,91,-44,91,-177,437,68,16,43,181,60,181,83,-50.710843373494,113.863453815261,27.6827309236948,10517.4497991968,162.875502008032,-241.680722891566,404.556224899598,83.6787148594377,-68.8072289156626,84.8433734939759,-180.220883534137,439.313253012048,68.566265060241,16.5903614457831,44.6325301204819,183.560240963855,61.5401606425703,183.024096385542,82.9417670682731,119.0590773557,82.6815188318667,0.217045243347636,644661.121217263,286.616259807843,314.781156820441,910.585363587145,202.94284583,775.085500957553,209.403990206298,177.456142477354,3328.63809362197,12.5398657002254,15.6507721024945,49.7057404668978,121.627148432765,136.104017680379,107.399820610409,295.052940130744
"3054",-32,124,26,12577,207,-266,473,123,-93,123,-194,274,50,5,62,132,24,132,42,-37.2301587301587,125.553571428571,26.2261904761905,12434.2857142857,202.430555555556,-268.003968253968,470.434523809524,117.303571428571,-97.1309523809524,117.492063492063,-196.396825396825,290.843253968254,53.4583333333333,6.15873015873016,60.4960317460317,140.617063492063,27.952380952381,140.607142857143,46.1845238095238,32.2729653823093,6.68499715989776,0.187304742970747,60504.0255609202,37.0886072454164,31.1848748777178,54.6915293950582,41.7227705197387,158.754189150809,41.3080879800562,25.0271071980814,484.22389078229,9.72390656063618,1.68449619741866,29.5864653349743,50.4315969263782,23.6040897472309,50.5213007668276,52.1428216415791
"3055",-31,128,28,11811,201,-255,456,98,-18,115,-184,387,55,11,42,149,43,146,81,-37.669387755102,119.871428571429,27.565306122449,11042.493877551,183.240816326531,-244.748979591837,427.989795918367,92.1510204081633,-31.5244897959184,101.126530612245,-177.918367346939,467.644897959184,65.4081632653061,16.3,39.9979591836735,178.967346938776,61.4959183673469,175.051020408163,96.0489795918367,146.082701055882,28.4762781186094,0.266687533909269,527495.412027879,329.610600559242,141.697596093652,598.051020408163,222.124385459705,314.642548307667,269.906247652435,99.6456742206085,8125.25605776053,86.773757355703,31.8873210633947,24.5296481782897,728.677868202496,319.166649972873,602.944221860523,464.332974416761
"3060",17,81,28,7621,169,-118,287,75,-39,116,-78,671,91,35,33,256,112,201,129,8.68778280542986,81.0678733031674,27.9298642533937,7532.50904977376,160.773755656109,-125.065610859729,285.839366515837,70.5950226244344,-50.0904977375566,107.269230769231,-83.4773755656109,680.303167420814,92.4298642533937,36.2330316742081,32.262443438914,254.042986425339,116.484162895928,205.628959276018,132.468325791855,70.0610295400211,5.08835329003396,0.0653646073814141,112164.10989524,99.6176316680518,51.1544156123988,93.9945465365633,203.51135838951,123.025805193872,102.020320948892,47.29767291532,5543.69926432111,38.4542534962703,51.2040765023958,15.6452529729841,431.982274961267,355.415848390638,175.893762633258,535.138450251896
"3084",-59,92,19,13816,181,-283,464,96,-63,120,-231,374,73,14,53,170,56,167,65,-49.7527881040892,92.592936802974,19.3754646840149,13925.3680297398,189.079925650558,-277.334572490706,466.414498141264,104.942379182156,-52.0985130111524,129.083643122677,-224.520446096654,367.349442379182,71.8550185873606,14.3866171003717,53.1914498141264,166.659851301115,54.631970260223,161.299256505576,63.1412639405204,22.5104670723349,6.6365980630378,0.234927623517684,67799.2535011388,34.040154929285,42.7072196492977,88.5373685558625,28.6018878112604,36.7258450845604,36.0320969450271,23.3189480315397,167.505223152167,8.13909022311755,0.818591514194928,2.85527126470201,54.3254241864136,3.15294247956083,51.6886772860377,4.71371311083882
"3090",41,48,31,3530,126,-26,152,28,65,91,1,1543,188,75,28,533,246,318,409,43.1987179487179,47.6923076923077,30.6987179487179,3533.78846153846,128.391025641026,-24.3589743589744,152.75,30.6217948717949,67.4038461538462,92.8717948717949,3.03205128205128,1520.92948717949,185.775641025641,74.0384615384615,28.3589743589744,526.275641025641,242.49358974359,314.410256410256,408.775641025641,21.74735318445,0.317617866004963,0.211869313482217,1043.67754342432,21.6977253928867,15.8832092638544,1.35,16.3399090157155,26.30682382134,20.6028122415219,19.1538047973532,320.865963606286,5.03966087675765,1.72754342431762,0.309015715467328,44.9235318444996,8.3677005789909,5.7660876757651,234.30417700579
"3101",-73,129,23,14947,204,-339,543,114,-156,114,-266,236,57,6,85,142,19,142,24,-70.5094696969697,128.846590909091,23.1212121212121,14987.4015151515,206.731060606061,-337.611742424242,544.342803030303,116.363636363636,-153.075757575758,116.363636363636,-264.202651515152,237.825757575758,56.7746212121212,5.64962121212121,82.2518939393939,140.842803030303,18.905303030303,140.842803030303,24.7272727272727,46.1858684089472,4.14530144902536,0.209188660801564,11736.8935081364,45.4114053245932,30.5605449657869,9.49706385486746,47.3741590477833,54.4951986659767,47.3741590477833,30.4237500718763,228.713414984762,3.67776076706342,0.797305359093784,35.6878521936634,23.3433636651141,5.57355816226784,23.3433636651141,12.0203553562187
"3112",-26,127,27,12279,209,-259,468,106,-10,125,-186,331,50,7,49,137,34,136,64,-36.935871743487,125.422845691383,26.8276553106212,12003.0100200401,197.046092184369,-261.963927855711,459.01002004008,109.603206412826,-61.6613226452906,112.340681362725,-190.803607214429,340.643286573146,55.2244488977956,8.67735470941884,50.8997995991984,147.270541082164,37.6292585170341,146.77755511022,62.875751503006,101.670578103999,10.6622079500366,0.351763768500857,169421.740863253,147.895461605943,43.5047202839414,166.44367449759,144.773965601887,1607.77864162059,146.968040498668,44.4954889699077,1858.87250002012,26.2667906093311,6.42380343015348,36.6726706424898,165.699752919494,70.5911904129544,159.972507263523,158.787744163025
"3113",-11,92,25,9656,184,-175,359,101,-17,118,-126,702,110,30,45,301,101,260,124,-22.0934393638171,92.7037773359841,25.0318091451292,9777.43141153082,175.085487077535,-187.952286282306,363.037773359841,92.0477137176938,-28.9741550695825,108.487077534791,-137.954274353877,640.371769383698,101.431411530815,26.3081510934394,46.6540755467197,277.606361829026,90.0834990059642,246.111332007952,112.636182902584,456.455395119324,26.9698462610789,0.763926401748869,124790.707935653,332.819370628817,448.173017670867,205.287414952516,318.734770658915,676.288175330487,371.764274908319,446.912247629759,3819.94716957221,60.269688641062,12.082144582703,4.10320546838491,509.765059048102,103.985045899899,130.919851409471,144.399245958512
"3115",-48,101,24,11054,170,-235,405,98,-53,98,-181,423,81,13,62,211,48,211,63,-49.2173913043478,102.317580340265,24.3799621928166,11261.0586011342,172.285444234405,-239.020793950851,411.306238185255,96.3478260869565,-84.6521739130435,98.952741020794,-184.442344045369,424.922495274102,80.5973534971645,13.1606805293006,62.7372400756144,211.417769376181,48.8298676748582,211.003780718336,62.8071833648393,108.537878787879,44.5239517099158,0.967097725840637,296428.418907888,259.412685455691,50.8272183078421,349.830282981039,206.681818181818,879.825757575758,210.855716904394,45.3039611617116,1986.32163315575,10.661432376697,10.0101177178209,22.7281749441485,134.732335166409,83.5846365354872,120.068167497279,90.0650240591167
"3116",25,75,27,6942,175,-97,272,24,98,118,-58,1094,163,45,41,421,147,190,312,2.1002132196162,74.9488272921109,27.6140724946695,6809.70149253731,152.208955223881,-114.746268656716,266.955223880597,34.7803837953092,30.1982942430704,94.4754797441365,-76.0724946695096,942.712153518124,132.392324093817,41.727078891258,36.3710021321962,350.953091684435,138.430703624733,195.012793176972,253.985074626866,180.949337561278,9.16404242523645,0.250314362254661,123299.692754178,172.691287153974,185.292320449037,182.37619594336,440.987990450677,1268.34307400725,181.087538497986,153.695587994095,29589.2438904379,577.991052065679,74.6945856796603,23.2979607457219,3524.80976072021,759.489311683341,305.781887266962,3333.40789641536
"3117",19,99,29,8625,196,-140,336,118,-31,130,-87,426,68,15,53,196,51,169,69,0.842105263157895,92.0021052631579,27.2063157894737,8663.92842105263,176.837894736842,-155.341052631579,332.178947368421,99.1157894736842,-12.5347368421053,114.256842105263,-103.816842105263,503.690526315789,75.2842105263158,19.9031578947368,44.6189473684211,210.873684210526,67.9473684210526,179.987368421053,96.5621052631579,398.091050410837,23.6729913391073,1.03329335998223,180032.682629358,418.62556517877,105.984703530979,205.22740395292,613.410615145459,695.076322451699,481.663850766156,173.445285365312,4284.02427714857,28.630024428159,19.4716144792361,55.4557583833,180.675993781923,200.467688207861,221.290979347102,582.778307794803
"3118",15,89,28,8029,174,-137,311,73,10,118,-85,549,95,22,48,243,73,150,111,15.7772397094431,88.1767554479419,28.0726392251816,7963.77481840194,173.692493946731,-134.953995157385,308.646489104116,73.2687651331719,11.1162227602906,117.990314769976,-83.6150121065375,563.200968523002,95.9878934624697,22.4745762711864,47.774818401937,246.949152542373,74.547215496368,150.317191283293,117.426150121065,19.008509838031,24.9128564376219,0.868497143797456,118881.267131338,38.1649192505701,112.087684242695,154.297056818449,18.7455511413056,30.4476245327817,36.1892263569901,46.0722983615036,2209.46679517619,37.9877171536708,6.62859963797927,3.27198570723336,295.975563600461,42.1755565481088,18.6782717036132,326.648052375467
"3119",26,81,30,6687,167,-98,265,77,58,114,-55,697,97,33,35,260,106,156,176,18.765625,80.4479166666667,30.0104166666667,6615.44791666667,159.104166666667,-104.041666666667,263.145833333333,63.5052083333333,48.359375,105.885416666667,-60.6979166666667,665.703125,94.1041666666667,30.5572916666667,36.7395833333333,253.96875,98.5104166666667,151.994791666667,164.703125,53.2589168848168,14.4161212914485,0.0103621291448517,89890.3218804537,34.2089877835951,125.076788830716,146.386998254799,189.151805191972,106.671220549738,38.2590532286213,81.7721422338569,1721.16271269634,9.31893542757417,7.06476330715532,2.56010034904014,97.056609947644,50.8166448516579,25.4921193280977,267.05800065445
"3121",57,69,29,5580,177,-54,231,61,112,128,-15,2141,340,102,37,811,341,384,565,43.9747474747475,69.5454545454545,29.8434343434343,5511.94191919192,166.055555555556,-63.2878787878788,229.343434343434,48.0277777777778,82.540404040404,115.300505050505,-24.9318181818182,2075.09090909091,319.888888888889,100.972222222222,35.0176767676768,771.555555555556,331.116161616162,378.679292929293,552.611111111111,251.528474619614,21.1751438434983,0.552640327323872,88379.0675041555,109.915893108298,316.261219792865,156.560235264033,345.87517580872,709.990768443933,173.132252908835,284.028250863061,111362.781588032,3532.8382559775,136.401758087201,5.59715509525636,18959.1893108298,2157.48014320419,1785.28169671398,8176.44585091421
"3122",38,66,34,4552,144,-50,194,46,79,99,-14,2455,366,104,36,915,365,595,666,46.2298507462687,65.2746268656716,32.9074626865672,4588.83880597015,151.549253731343,-44.0238805970149,195.573134328358,53.2686567164179,82.7582089552239,106.883582089552,-7.58208955223881,2513.08358208955,380.776119402985,105.14328358209,36.8268656716418,948.686567164179,369.528358208955,566.64776119403,677.005970149254,121.429046384842,4.27165966574314,1.09620162659755,25841.9380105461,101.733345249799,99.6940387880955,25.8980784699258,137.57431405845,277.471302171776,109.27682545357,102.363750111717,122629.256466172,2912.67727232103,147.165037089999,2.14358745196175,17278.1559567432,1652.49545088927,10585.6839395835,12726.1257127536
"3123",69,60,31,4538,170,-21,191,44,111,128,14,2771,426,134,35,1025,431,464,754,61.7802816901408,60.1605633802817,31.4169014084507,4476.5323943662,162.943661971831,-25.5915492957746,188.535211267606,38.3098591549296,102.746478873239,120.611267605634,9.04788732394366,2746.33802816901,415.949295774648,133.557746478873,33.9859154929577,1009.46478873239,429.783098591549,512.132394366197,749.52676056338,37.9572372085621,12.863977082836,0.385024269913265,42345.6281849288,65.5956871170526,37.4626402482693,96.9161295456354,42.468687833214,58.2236810694677,47.2834885016313,29.5485477838784,11713.9193124851,388.421150632609,20.9818254157715,0.799236094533301,1979.260762314,211.424572292512,3828.1942866237,1296.7810615103
"3124",58,70,30,5401,177,-50,227,62,112,128,-10,2046,326,102,36,769,335,376,530,47.125,71.1525,30.6225,5461.3225,169.3725,-59.29,228.6625,41.375,90.25,118.2625,-20.4575,2050.675,317.0625,103.13,34.5875,756.7075,333.4775,374.645,545.5125,143.312656641604,20.786209273183,0.476184210526316,127102.414530075,71.1466102756892,211.990877192982,196.610119047619,632.495614035088,484.378446115288,95.5625,195.7225,65582.8815789474,1943.06124686717,113.050726817043,2.49859022556391,10086.1723746867,1425.11227443609,1328.12929824561,4421.86450501253
"3125",40,73,32,5439,155,-70,225,46,93,111,-26,3363,491,147,34,1253,537,580,855,29.8507462686567,79.2089552238806,31.2686567164179,6082.74129353234,155.950248756219,-93.5870646766169,249.537313432836,35.9452736318408,84.4179104477612,108.407960199005,-45.592039800995,2785.77611940298,402.174129353234,127.333333333333,32.8756218905473,1027.77114427861,457.686567164179,498.855721393035,707.059701492537,178.367611940299,21.1761194029851,0.207462686567164,170126.542736318,37.0075124378109,430.823631840796,285.559850746269,168.991990049751,502.48447761194,78.352736318408,330.232736318408,186254.624626866,4835.14452736318,201.103333333333,4.61945273631841,30091.1473631841,3599.70626865672,3467.74407960199,12391.5664179104
"3131",44,57,30,4805,153,-36,189,49,109,110,-9,1626,172,91,20,488,335,377,464,37.7235772357724,58.8414634146341,29.7520325203252,4949.23577235772,150.308943089431,-44.719512195122,195.028455284553,42.6382113821138,58.0365853658537,105.723577235772,-16.7357723577236,1557.14634146341,163.056910569106,89.2520325203252,18.9105691056911,463.926829268293,323.317073170732,366.686991869919,435.146341463415,110.225319396051,3.22782478845197,0.18724074995852,13182.1401028704,77.5123278579725,136.814883026381,24.068574746972,123.69306454289,2686.11702339472,88.2089928654389,98.4564294010287,4980.11727227476,90.8947071511531,2.22193462750954,1.60013273602124,699.806869089099,140.168442010951,136.313870914219,1212.79482329517
"3142",-49,111,21,14802,213,-298,511,137,-130,137,-238,280,50,8,57,136,32,136,44,-56.3920145190563,111.261343012704,21.3756805807622,14687.613430127,206.604355716878,-302.560798548094,509.165154264973,129.475499092559,-138.306715063521,129.475499092559,-242.624319419238,272.29945553539,50.7713248638838,7.23230490018149,61.2813067150635,137.457350272232,30.1633393829401,137.457350272232,41.8185117967332,60.700590661607,12.3206665566738,0.307698399604026,39340.1393829401,25.6977264477809,54.181296815707,48.3344926579772,43.7516713413628,90.4457548259363,43.7516713413628,59.7040620359677,411.159254248474,9.11852169608975,0.393209041412308,16.2498135621185,62.7868140570863,9.49327173733707,62.7868140570863,31.6906385084969
